التاريخ,المسلسل,رقم الإذن,رقم الشيك,البيان,حساب مدين,حساب دائن,المبلغ,مرحّل
2022-05-01,1078,4527,,كريم ابراهيم عبد الحميد استعاضة لشراء ادوات كتابية,مستلزمات مكتب رئيس مجلس الإدارة,بنك العمال 1,6641.71,
2022-05-01,1079,69979012,,ايمن عبد العزيز عبد الله مصروفات الشئون القانونية,علاج ومستلزمات طبية,بنك مصر,6720,
2022-05-01,1080,69979013,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,350,
2022-05-01,1081,69979014,,طارق سيد على خلاف على خلاف مصاريف السياراتين ارقام 564 ، 236,السيارة,بنك مصر,6403.57,
2022-05-02,1082,69979015,,السيد عبد المجيد العماوى مصروفات مكتب كفر الشيخ,مكاتب شئون العضوية,بنك مصر,3110,
2022-05-01,1083,69979016,,محمد عواد محمد مصروفات اعانات اللجنة الادارية بشركة النيل العامة لانشاء الطرق,حصص اللجان النقابية بالشركات من الاشتركات,بنك مصر,8000,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,اعانات اجتماعية,,300,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,مصروفات إدارية المقر الرئيسى,,1550,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,كهرباء,,1120,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,بريد,,50,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,تليفون,,398,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,ضيافة وبوفيه,,1135.5,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,صيانه,,230,
2022-05-01,1084,69979017,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,,بنك مصر,4783.5,
2022-05-01,1085,69979018,,علاء عبد الحميد توفيق مساهمة لبعض اعضاء الجمعية العمومية بمناسبة عيد الفطر المبارك بمكتب قليوب,مدينون متنوعون,بنك مصر,7500,
2022-05-01,1086,69979019,,عبد المعبود عبد السلام حسن مساهمة لبعض اعضاء الجمعية العمومية بمناسبة عيد الفطر المبارك بمكتب شبرا الخيمة,مدينون متنوعون,بنك مصر,7500,
2022-05-01,1087,69979020,,جمال عيد نصر الدين بدل عمل يوم الخميس ضمن اجازة عيد الفطر اجازة رسمية لانهاء لعض الاعمال,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,200,
2022-05-01,1088,69979021,,طه رمضان حجازى مصروفات واكراميات مكتب الجيزة,مكاتب شئون العضوية,بنك مصر,1000,
2022-05-01,1089,69979022,,احمد نعمان محمد  محمد مصروفات شهر ابريل 2022 + مكافاة عيد الفطر مكتب المنصورة 1,مكاتب شئون العضوية,بنك مصر,2855,
2022-05-01,1090,69979023,,كامل سلام متولى مساهمة فى علاجة,تعويضات ومساهمات,بنك مصر,2000,
2022-05-01,1091,69979024,,احمد هشام السيد على الطحان عهده لحين التسويه للسفر الى الاسكندرية وكفر الشيخ لمتابعه ترتيبات الانتخابات النقابية,مدينون متنوعون,بنك مصر,8000,
2022-05-01,1092,69979025,,سمير السيد أحمد احمد مصروفات علاجه,علاج ومستلزمات طبية,بنك مصر,2372,
2022-05-01,1093,69979026,,رفعت شريف محمود مكافاة نهاية الخدمة,تأمين تكافلى,بنك مصر,47493.79,
2022-05-01,1094,69979027,,نعيمة صابر عبد الحليم احمد مكافاة نهاية الخدمه للمرحوم / جمال سعد عبد الرحمن,تأمين تكافلى,بنك مصر,20705.65,
2022-05-01,1095,69979028,,اسماء عبد المنعم فراج فراج مصروفات مكتب المنيا + مكافاة شهر ابريل 2022 +بدل سفر وانتقال + مكافاة عيد الفطر,مدينون متنوعون,بنك مصر,13468,
2022-05-01,1096,69979029,,شركة كاف لتامينات الحياة قسط تامينات العاملين من شهر يناير حتى مارس 2022,تأمين تكافلى,بنك مصر,19896.68,
2022-05-01,1097,69979030,,السيد محمد ابراهيم احمد  نشر واعلان تهنئة عيد العمال 2022,اعلانات,,2000,
2022-05-01,1097,69979030,,السيد محمد ابراهيم احمد  نشر واعلان تهنئة عيد العمال 2022,,بنك مصر,1940,
2022-05-01,1097,69979030,,السيد محمد ابراهيم احمد  نشر واعلان تهنئة عيد العمال 2022,,ضرائب الخصم والاضافة,60,
2022-05-01,1098,69979031,,جيهان جريس حلمى مجلة حياه جديدة نشر واعلان تهنئة عيد العمال 2022,اعلانات,,1500,
2022-05-01,1098,69979031,,جيهان جريس حلمى مجلة حياه جديدة نشر واعلان تهنئة عيد العمال 2022,,بنك مصر,1455,
2022-05-01,1098,69979031,,جيهان جريس حلمى مجلة حياه جديدة نشر واعلان تهنئة عيد العمال 2022,,ضرائب الخصم والاضافة,45,
2022-05-01,1099,69979032,,عماد حليم انيس مجلة السلام الاجتماعى نشر واعلان تهنئة عيد العمال 2022,اعلانات,,1500,
2022-05-01,1099,69979032,,عماد حليم انيس مجلة السلام الاجتماعى نشر واعلان تهنئة عيد العمال 2022,,بنك مصر,1455,
2022-05-01,1099,69979032,,عماد حليم انيس مجلة السلام الاجتماعى نشر واعلان تهنئة عيد العمال 2022,,ضرائب الخصم والاضافة,45,
2022-05-01,1100,69979033,,مجلة العمل نشر واعلان تهنئة 2022,اعلانات,,3423,
2022-05-01,1100,69979033,,مجلة العمل نشر واعلان تهنئة 2022,,بنك مصر,3333,
2022-05-01,1100,69979033,,مجلة العمل نشر واعلان تهنئة 2022,,ضرائب الخصم والاضافة,90,
2022-05-01,1101,19979034,,مؤسسة دار الهلال نشر وعلات تهنئة عيد العمال 2022,اعلانات,,3000,
2022-05-01,1101,19979034,,مؤسسة دار الهلال نشر وعلات تهنئة عيد العمال 2022,,بنك مصر,2921,
2022-05-01,1101,19979034,,مؤسسة دار الهلال نشر وعلات تهنئة عيد العمال 2022,,ضرائب الخصم والاضافة,79,
2022-05-01,1102,69979035,,احمد هشام السيد على الطحان مصروفات السيارة سولارس 569,السيارة,بنك مصر,2030,
2022-05-01,1103,,,عماد الدين محمد مبروك تسويه عهدة شراء احبار لطابعات النقابة العامة وتم ايداع 233 جنيه,بنك مصر,,233,
2022-05-01,1103,,,عماد الدين محمد مبروك تسويه عهدة شراء احبار لطابعات النقابة العامة وتم ايداع 233 جنيه,مطبوعات وادوات كتابية,,3300,
2022-05-01,1103,,,عماد الدين محمد مبروك تسويه عهدة شراء احبار لطابعات النقابة العامة وتم ايداع 233 جنيه,,مدينون متنوعون,3500,
2022-05-01,1103,,,عماد الدين محمد مبروك تسويه عهدة شراء احبار لطابعات النقابة العامة وتم ايداع 233 جنيه,,ضرائب الخصم والاضافة,33,
2022-05-01,1104,69979036,,عاطف آبا زيد مرسى بدل سفر وانتقال مامورية للبحر الاحمر وقنا وسوهاج,مدينون متنوعون,بنك مصر,14400,
2022-05-01,1105,69979037,,هشام مصطفى محمد عبد المعطى عبد المعطى عهده لحين التسويه دفعه ثالثه لاعمال مصيف مرسى مطروح,مدينون متنوعون,بنك مصر,50000,
2022-05-01,1106,69979038,,جميل عبد الهادى ابو سعده مصروفات المكتب + مكافاة شهر ابريب 2022 مكتب اشمون,مدينون متنوعون,بنك مصر,2700,
2022-05-01,1107,69979039,,حمدى احمد محمد ناجى مصروفات المكتب + بدل سفر  وانتقال + مكافاة شهر ابريل 2022 مكتب منوف,مدينون متنوعون,بنك مصر,3000,
2022-05-01,1108,69979040,,عاطف ابا زيد مرسى استعاضة المصروفات الادارية,مصروفات إدارية المقر الرئيسى,بنك مصر,4960.75,
2022-05-01,1109,69979041,,محمد محمد حسن مصروفات وبدل سفر وانتقالات لمكاتب المحمودية وكفر الشيخ وفوه ابريل 2022,بدل سفر وانتقال,بنك مصر,5580,
2022-05-01,1110,69979042,,محمد عبد الله احمد عهده لحين التسويه للسفر الى محافظة اسيوط لمتابعة مشروع مهارتى,مدينون متنوعون,بنك مصر,2500,
2022-05-01,1111,69979043,,طارق ابراهيم سليمان عهده لحين التسويه تحت حساب اعمال صيانة لمصيف جمصه,مدينون متنوعون,بنك مصر,10000,
2022-05-01,1112,69979044,,الشاذلى على محمد الشاذلى مصروفات مكتب السادات,مكاتب شئون العضوية,بنك مصر,1375,
2022-05-01,1113,69979045,,عبد الحميد محمد عبد الحميد رمضان مكافاة شهر ابريل + مكافاة عيد الفطر ومساهمه عيد الفطر ومصروفات المكتب مكتب منوف,مدينون متنوعون,بنك مصر,9620,
2022-05-01,1114,69979046,,محمد محمد حسن بدل سفر وانتقالات للسفر لمحافظة كفر الشيخ والبحيرة للمرور على مكاتب شئون العضوية,بدل سفر وانتقال,بنك مصر,14900,
2022-05-01,1115,69979048,,بيت التامين المصرى السعودى تامين على عمارة مرسى مطروح,مصروفات مصيف مطروح,بنك مصر,18000,
2022-05-01,1116,69979049,,ايمن عبد العزيز عبد الله مصروفات الشئون القانونية,مصاريف محاماة,بنك مصر,3500,
2022-05-01,1117,69979050,,مسعد صالح محمد بدل سفر وانتقالات ومصروفات مكتب المنصورة 2,مكاتب شئون العضوية,بنك مصر,2350,
2022-05-01,1118,69979051,,هانى عبد الفتاح محمد عبد المللك محمد سداد مياة وكهرباء عمارة النقابة العامة,عمارة المعادى,بنك مصر,7000,
2022-05-01,1119,69979052,,هشام مصطفى محمد عبد المعطى عبد المعطى عهده لحين التسويه لمتابعة اعمال الصيانه مصيف مرسى مطروح,مدينون متنوعون,بنك مصر,7000,
2022-05-01,1120,69979053,,كريم ابراهيم عبد الحميد شراء ادوات نظافة ومشروبات,مستلزمات مكتب رئيس مجلس الإدارة,بنك مصر,4873,
2022-05-01,1121,69979054,,جوزيف فؤاد ايوب اغير زيت + فلتر للسيارة الميكروباص رقم 689,السيارة,بنك مصر,695,
2022-05-01,1122,69979055,,عوض عبد العزيز المهدى مصروفات من مارس 2022 حتى مايو 2022 + بدل سفر وانتقال +مكافاه شهر يناير 2022,مدينون متنوعون,بنك مصر,10080,
2022-05-01,1123,69979056,,حنان عاطف محمود طاهر استعاضة الادوية,علاج ومستلزمات طبية,بنك مصر,3299.25,
2022-05-01,1124,69979057,,سمير السيد أحمد احمد    بدل سفر وانتقال,مدينون متنوعون,بنك مصر,15500,
2022-05-01,1125,69979058,,عبد الحميد حسن عبد العزيز   مصروفات مكتب,مدينون متنوعون,بنك مصر,10792,
2022-05-01,1126,69979059,,جريدة بورصه الغد نشر واعلان,اعلانات,,5000,
2022-05-01,1126,69979059,,جريدة بورصه الغد نشر واعلان,,بنك مصر,4850,
2022-05-01,1126,69979059,,جريدة بورصه الغد نشر واعلان,,ضرائب الخصم والاضافة,150,
2022-05-01,1127,69979060,,طارق سيد على خلاف على خلاف مصاريف السياراتين ارقام 564 ، 236 + بدل عمل بعد مواعيد العمل الرسمية,السيارة,بنك مصر,5682.3,
2022-05-01,1128,69979061,,جابر حنفى محمود بدل حضور لجان وتسويات وديه عن شهر ابريل 2022,لجان ثلاثية,بنك مصر,350,
2022-05-01,1129,69979062,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,250,
2022-05-01,1130,4528,,مجله العمل اشتراك لمدة عام + نشر واعلان,رسوم اشتراك فى الاهرام وصحف,بنك العمال 1,15900,
2022-05-01,1131,69979063,,محمد مصطفى عبد الباقى بدل انتقال مايو 2022 مكتب بنى سويف,مرتبات ومكافأة شاملة,بنك مصر,100,
2022-05-01,1132,69979064,,اشرف ابراهيم السيد عطيه بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,1200,
2022-05-01,1132,69979064,,اشرف ابراهيم السيد عطيه بدل انتقال مايو 2022,,بنك مصر,1080,
2022-05-01,1132,69979064,,اشرف ابراهيم السيد عطيه بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,120,
2022-05-01,1133,69979065,,ابراهيم عبد الله حسيب بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,1965,
2022-05-01,1133,69979065,,ابراهيم عبد الله حسيب بدل انتقال مايو 2022,,بنك مصر,1770,
2022-05-01,1133,69979065,,ابراهيم عبد الله حسيب بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,195,
2022-05-01,1134,69979066,,ايمن عبد العزيز عبد الله بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,2445,
2022-05-01,1134,69979066,,ايمن عبد العزيز عبد الله بدل انتقال مايو 2022,,بنك مصر,2250,
2022-05-01,1134,69979066,,ايمن عبد العزيز عبد الله بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,195,
2022-05-01,1135,69979067,,محمد كرم عباس بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,1965,
2022-05-01,1135,69979067,,محمد كرم عباس بدل انتقال مايو 2022,,بنك مصر,1770,
2022-05-01,1135,69979067,,محمد كرم عباس بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,195,
2022-05-01,1136,69979068,,محمد داود محمد بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,900,
2022-05-01,1136,69979068,,محمد داود محمد بدل انتقال مايو 2022,,بنك مصر,810,
2022-05-01,1136,69979068,,محمد داود محمد بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,90,
2022-05-01,1137,69979069,,عبد العليم محمد ابو الوفا بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,900,
2022-05-01,1137,69979069,,عبد العليم محمد ابو الوفا بدل انتقال مايو 2022,,بنك مصر,810,
2022-05-01,1137,69979069,,عبد العليم محمد ابو الوفا بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,90,
2022-05-01,1138,69979070,,صالح محمد نسيم بدل انتقال مايو 2022 مكتب العاشر,مرتبات ومكافأة شاملة,,1000,
2022-05-01,1138,69979070,,صالح محمد نسيم بدل انتقال مايو 2022 مكتب العاشر,,بنك مصر,900,
2022-05-01,1138,69979070,,صالح محمد نسيم بدل انتقال مايو 2022 مكتب العاشر,,ضرائب الخصم والاضافة,100,
2022-05-01,1139,69979071,,محمد بهاء الدين محمد بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,1200,
2022-05-01,1139,69979071,,محمد بهاء الدين محمد بدل انتقال مايو 2022,,بنك مصر,1080,
2022-05-01,1139,69979071,,محمد بهاء الدين محمد بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,120,
2022-05-01,1140,69979072,,محمد حسنى محمد تونى بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,1200,
2022-05-01,1140,69979072,,محمد حسنى محمد تونى بدل انتقال مايو 2022,,بنك مصر,1080,
2022-05-01,1140,69979072,,محمد حسنى محمد تونى بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,120,
2022-05-01,1141,69979073,,عزت عبد الوهاب احمد بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,,3450,
2022-05-01,1141,69979073,,عزت عبد الوهاب احمد بدل انتقال مايو 2022,,بنك مصر,3277,
2022-05-01,1141,69979073,,عزت عبد الوهاب احمد بدل انتقال مايو 2022,,ضرائب الخصم والاضافة,173,
2022-05-01,1142,69979074,,محمد درديرى محمد بدل انتقال مايو 2022,مرتبات ومكافأة شاملة,بنك مصر,1500,
2022-05-01,1143,69979075,,هانى محمد عبد الله اعانة مايو 2022,اعانات اجتماعية,بنك مصر,200,
2022-05-01,1144,69979076,,هشام مصطفى محمد عبد المعطى عبد المعطى استعاضة مصروفات مامورية مرسى مطروح,مصروفات مصيف مطروح,بنك مصر,22426,
2022-05-01,1145,69979077,,هشام مصطفى محمد عبد المعطى عبد المعطى بدل سفر وانتقال وجهود مامورية لانهاء وتصفيه اعمال الصيانة وتسليم شقق مصيف مرسى مطروح,مصروفات مصيف مطروح,,10965,
2022-05-01,1145,69979077,,هشام مصطفى محمد عبد المعطى عبد المعطى بدل سفر وانتقال وجهود مامورية لانهاء وتصفيه اعمال الصيانة وتسليم شقق مصيف مرسى مطروح,,بنك مصر,3965,
2022-05-01,1145,69979077,,هشام مصطفى محمد عبد المعطى عبد المعطى بدل سفر وانتقال وجهود مامورية لانهاء وتصفيه اعمال الصيانة وتسليم شقق مصيف مرسى مطروح,,مدينون متنوعون,7000,
2022-05-01,1146,69979078,,هانم فؤاد حنفى احمد اعانة اجتماعية شهر مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,400,
2022-05-01,1147,69979079,,سناء مصطفى محمد اعانه اجتماعية مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,100,
2022-05-01,1148,69979080,,نعناعة عبد الرحمن احمد خلف اعانة اجتماعية شهر مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,450,
2022-05-01,1149,69979081,,تحيه محمد يحى خليل اعانة اجتماعية شهر مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,450,
2022-05-01,1150,69979082,,سيده زكى محمد ابراهيم اعانة اجتماعية شهر مايو 2022 قوص,اعانات اجتماعية,بنك مصر,200,
2022-05-01,1151,69979083,,سعديه احمد محمد اعانة اجتماعية شهر مايو 2022 قليوب,اعانات اجتماعية,بنك مصر,50,
2022-05-01,1152,69979084,,ماجدة عبد الله عبد اللطيف اعانة اجتماعية شهر مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,200,
2022-05-01,1153,69979085,,نعيمة مصطفى محمد على اعانة اجتماعية شهر مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,150,
2022-05-01,1154,69979086,,سحر رمضان عبد المجيد عبد الوهاب اعانة اجتماعية شهر مايو 2022 شبين الكوم,اعانات اجتماعية,بنك مصر,350,
2022-05-01,1155,69979088,,فاطمة حنفى على مطاوع اعانه اجتماعية مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,350,
2022-05-01,1156,69979089,,رجاء عبد الفتاح محمد اعانة اجتماعية شهر مايو 2022 الفيوم,اعانات اجتماعية,بنك مصر,450,
2022-05-01,1157,69979090,,حامد مصيلى احمد اعانة اجتماعية شهر مايو 2022 منوف,اعانات اجتماعية,بنك مصر,100,
2022-05-01,1158,69979091,,رحمه عبد الرحيم عبد العال اعانة اجتماعية مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,450,
2022-05-01,1159,69979092,,جهاز الخدمات العامة للقوات المسلحة جراج,السيارة,,4235,
2022-05-01,1159,69979092,,جهاز الخدمات العامة للقوات المسلحة جراج,,بنك مصر,4107.9,
2022-05-01,1159,69979092,,جهاز الخدمات العامة للقوات المسلحة جراج,,ضرائب الخصم والاضافة,127.1,
2022-05-01,1160,69979093,,طارق ابراهيم سليمان بدل سفر وانتقال + جهود لاعمال صيانة لمصيف جمصه,مصروفات مصيف جمصة,بنك مصر,5000,
2022-05-02,1161,69979094,,محمد رأفت عبد القوى  وجبات غذائية,مدينون متنوعون,بنك مصر,27730,
2022-05-01,1162,69979095,,المؤسسة الثقافية العمالية اتفاقية 10 دورات لمعهد ايتاى البارود,نشاط اجتماعى وثقافى,بنك مصر,7000,
2022-05-01,1163,69979096,,عاطف ابا زيد مرسى استعاضة المصروفات الادارية,مصروفات إدارية المقر الرئيسى,بنك مصر,4445.92,
2022-05-01,1164,69979097,,احمد هشام السيد على الطحان تسويه عهده السفر الى الاسكندرية لمتابعة اعمال الانتخابات,علاقات عامة,,11425.4,
2022-05-01,1164,69979097,,احمد هشام السيد على الطحان تسويه عهده السفر الى الاسكندرية لمتابعة اعمال الانتخابات,,بنك مصر,3425.4,
2022-05-01,1164,69979097,,احمد هشام السيد على الطحان تسويه عهده السفر الى الاسكندرية لمتابعة اعمال الانتخابات,,مدينون متنوعون,8000,
2022-05-01,1165,69979098,,عماد الدين محمد مبروك عهده لحين التسويه لشراء حبر للطابعة الخاصة بمكتب حسابات النقابة العامة,مدينون متنوعون,بنك مصر,2000,
2022-05-01,1166,69979099,,صالح محمد نسيم بدل حضور لجان وتسويات وديه الفترة من 2022/3/1 حتي 2022/5/22,لجان ثلاثية,بنك مصر,1365,
2022-05-01,1167,69979100,,مجلة الحياه القبطية نشر واعلان,اعلانات,,2000,
2022-05-01,1167,69979100,,مجلة الحياه القبطية نشر واعلان,,بنك مصر,1940,
2022-05-01,1167,69979100,,مجلة الحياه القبطية نشر واعلان,,ضرائب الخصم والاضافة,60,
2022-05-01,1168,69979101,,سمير السيد أحمد احمد  بدل عمل اجازات,مدينون متنوعون,بنك مصر,20350,
2022-05-01,1169,69979103,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين + سداد فواتير التليفون ابريل 2022,تليفون,,1044.5,
2022-05-01,1169,69979103,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين + سداد فواتير التليفون ابريل 2022,مكافأت وبدل العمل أيام الاجازات الرسمية,,350,
2022-05-01,1169,69979103,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين + سداد فواتير التليفون ابريل 2022,,بنك مصر,1394.5,
2022-05-01,1170,69979104,,ايمن عبد العزيز عبد الله مصروفات الشئون القانونية,مصاريف محاماة,بنك مصر,4795,
2022-05-01,1171,,,عماد الدين محمد مبروك تسويه عهده حبر للطابعة الخاصة بمكتب حسابات النقابة العامة,مطبوعات وادوات كتابية,,2020,
2022-05-01,1171,,,عماد الدين محمد مبروك تسويه عهده حبر للطابعة الخاصة بمكتب حسابات النقابة العامة,,مدينون متنوعون,2000,
2022-05-01,1171,,,عماد الدين محمد مبروك تسويه عهده حبر للطابعة الخاصة بمكتب حسابات النقابة العامة,,ضرائب الخصم والاضافة,20,
2022-05-01,1172,69979105,,حسين ثابت حسن     مصروفات مكتب + مكافأه,مدينون متنوعون,بنك مصر,15753,
2022-05-01,1173,69979106,,محمود ابراهيم محمد زهران عوض زهران مصروفات المكتب + بدل سفر وانتقال + مكافاة شهر مايو 2022 مكتب زفتى,مدينون متنوعون,بنك مصر,4170,
2022-05-01,1174,69979107,,محمد عبد الله احمد عهده لحين التسويه للسفر الى محافظة اسيوط لمتابعة مشروع مهارتى,مدينون متنوعون,بنك مصر,2000,
2022-05-01,1175,69979108,,احمد خميس عبد العال محمد اعانه اجتماعية شهر مايو 2022 اسيوط,اعانات اجتماعية,بنك مصر,100,
2022-05-01,1176,69979109,,ساميه عبد الغنى عثمان حسن اعانه اجتماعية شهر مايو 2022 القاهرة,اعانات اجتماعية,بنك مصر,100,
2022-05-01,1177,69979110,,خميس احمد حسين اعانه اجتماعية شهر مايو 2022 اسيوط,اعانات اجتماعية,بنك مصر,100,
2022-05-01,1178,69979111,,امال محمد سليمان عبد الخالق اعانه اجتماعية شهر مايو 2022 اشمون,اعانات اجتماعية,بنك مصر,100,
2022-05-01,1179,69979112,,انور رجب مختار محمد اعانه اجتماعية شهر مايو 2022 اشمون,اعانات اجتماعية,بنك مصر,75,
2022-05-01,1180,69979113,,محمد كمال محمود حسين اعانه اجتماعية شهر مايو 2022 اشمون,اعانات اجتماعية,بنك مصر,75,
2022-05-01,1181,69979114,,انتصار مصطفى احمد اعانه اجتماعية شهر 2022 القاهرة,اعانات اجتماعية,بنك مصر,250,
2022-05-01,1182,69979115,,محمود محمد احمد محمود اعانه اجتماعية شهر مايو 2022 منيه النصر,اعانات اجتماعية,بنك مصر,150,
2022-05-01,1183,69979116,,شحات سلطان حسن اعانه اجتماعية شهر مايو 2022 شبرا الخيمة,اعانات اجتماعية,بنك مصر,100,
2022-05-01,1184,69979117,,عادل محمد الظاهر اعانه اجتماعية شهر مايو 2022 شبرا الخيمة,اعانات اجتماعية,بنك مصر,75,
2022-05-01,1185,69979118,,عبد الصبور عبد العال حسين اعانه اجتماعية شهر مايو 2022 سوهاج,اعانات اجتماعية,بنك مصر,300,
2022-05-01,1186,69979119,,حمدى عبد الرحمن صادق اعانه اجتماعية شهر مايو 2022 ( 6 اكتوبر ),اعانات اجتماعية,بنك مصر,150,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,بدلات أعضاء مجلس الادارة,,13310,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,مرتبات ومكافأة شاملة,,292657.31,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,مدينون متنوعون,,46250,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,بنك العمال 1,213953.35,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,سلف العاملين,34328,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,تأمين تكافلى,6645.11,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,ضريبة كسب العمل,9485.66,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,أقساط النفقة,180,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,أقساط قروض بنك التنمية لبعض العاملين,20761.47,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,التأمينات الاجتماعية,60737.93,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,خصم كورونا,2116.55,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,خصم جزاءات,159.2,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,دمغة,173.21,
2022-05-01,1187,4529,,سمير السيد أحمد احمد مرتبات العامين عن شهر مايو 2022,,تامينات عاملين مستقطعه وتسدد لمكاتب تامينات بالمحافظات,3676.83,
2022-05-01,1188,4530,,سمير السيد أحمد احمد شراء ادوات كتابية وملفات وكلاسيرات لادارة الحسابات,مطبوعات وادوات كتابية,بنك العمال 1,11250,
2022-05-01,1189,69979120,,سمير السيد أحمد احمد مكافاة للسعاه للعمل بعد مواعيد العمل الرسمية لنقل المطبوعات ومستلزمات قديمة من مخزن النقابة لمركز التدريب,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,1400,
2022-05-01,1190,69979121,,عبد العليم محمد عبد الستار مصروفات المكتب وبدل انتقال مكتب منيه النصر,مكاتب شئون العضوية,بنك مصر,3800,
2022-05-01,1191,69979122,,حسنين ابراهيم حسنين مكافاة جهود لمرافقة وفد الاتحاد الدولى الفترة من 14-22 مايو 2022,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,2000,
2022-05-01,1192,69979123,,طارق سيد على خلاف على خلاف مصروفات السيارات 564 + 236,السيارة,بنك مصر,5999.85,
2022-05-01,1193,69979124,,السيد فرغلى السيد اعانه اجتماعية شهر مايو 2022 سوهاج,اعانات اجتماعية,بنك مصر,300,
2022-05-01,1194,69979125,,بنك التنمية الصناعية الجلاء قسط القرض للعاملين مايو 2022,أقساط قروض بنك التنمية لبعض العاملين,بنك مصر,24771.22,
2022-05-01,1195,69979126,,محمود حسن حسين مصروفات المكتب + مكافاة شهر مايو 2022 مكتب السويس,مدينون متنوعون,بنك مصر,2600,
2022-05-01,1196,69979127,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,250,
2022-05-01,1197,69979128,,احمد هشام السيد على الطحان مصروفات السيارة سولارس 569,السيارة,بنك مصر,2085,
2022-05-01,1198,69979129,,عدلى احمد عبد العال مصروفات مكتبى نجع حمادى وقنا + بدل سفر وانتقال,مكاتب شئون العضوية,بنك مصر,6850,
2022-05-01,1199,69979130,,جمعيه نور للاعمال الخيرية مساهمة,تعويضات ومساهمات,بنك مصر,1500,
